"id","name","address1","address2","city","state","code","country","phone","website","filepath","descript","last_mod"
"280","Brouwerij der Sint-Benedictusabdij de Achelse Kluis",,,"Achel",,,"Belgium",,"http://www.achelsekluis.org/",,,"2010-07-22 20:00:20"
"281","Brouwerij Duvel Moortgat",,,"Breendonk",,,"Belgium",,,,"oday, the Duvel Moortgat group, founded in 1871, is an independent producer of authentic speciality beers and premium brands. Around the world, the group is considered to be the leading producer of blond, bottle conditioned, high fermentation beers, a dominant position owed largely to the success of its best-selling product Duvel. A niche player, Duvel Moortgat occupies a leading position in the strategic segments of speciality beers and premium brands like Duvel, Maredsous, Bel Pils and Vedett. The group markets Steendonk white beer in a joint venture with the Palm brewery. Duvel Moortgat has also entered the market of natural fruit juices with a 70% participation in the quality juice producer Freya. Today, the group's beers are exported to over 40 countries. Duvel Moortgat has also taken a firm foothold in Central Europe, thanks to a 50% participation in the Czech Bernard brewery, renowned for its premium Pilsners. The group has launched itself into the market of artisan premium beers through the acquisition of the American Ommegang brewery. Duvel Moortgat has also been listed on the Brussels Euronext stock exchange since 1999.","2010-07-22 20:00:20"
"282","Brouwerij Duysters","Michel Theysstraat 58A",,"Diest","Vlaams Brabant",,"Belgium","32-013-77-10-07",,,,"2010-07-22 20:00:20"
"283","Brouwerij Girardin","Lindenbergstraat 10",,"Sint-Ulriks-Kapelle","Vlaams Brabant",,"Belgium","32-024-52-64-19",,,,"2010-07-22 20:00:20"
"284","Brouwerij Het Anker","Guido Gezellelaan 49",,"Mechelen","Antwerpen",,"Belgium","32-015-28-71-47","http://www.hetanker.be/",,,"2010-07-22 20:00:20"
"285","Brouwerij Huyghe","Brusselse Steenweg 282",,"Melle","Oost-Vlaanderen",,"Belgium","32-092-52-15-01",,,,"2010-07-22 20:00:20"
"286","Brouwerij Kerkom","Naamsesteenweg 469",,"Kerkom","Limburg",,"Belgium","32-011-68-20-87",,,,"2010-07-22 20:00:20"
"287","Brouwerij Liefmans","200 Aalststraat",,"Oudenaarde","Oost-Vlaanderen",,"Belgium","32-055-31-13-92","http://www.liefmans.be/",,,"2010-07-22 20:00:20"
"288","Brouwerij Lindemans","Lenniksebaan 257",,"Vlezenbeek","Vlaams Brabant",,"Belgium","32-025-69-03-90",,,,"2010-07-22 20:00:20"
"289","Brouwerij Nacional Balashi",,,,,,"Aruba","297 854805","http://www.balashi.com/balashi/",,,"2010-07-22 20:00:20"
"290","Brouwerij Oud Beersel","Laarheiestraat 230",,"Beersel","Vlaams Brabant",,"Belgium",,,,,"2010-07-22 20:00:20"
"291","Brouwerij Rodenbach","Spanjestraat 133-141",,"Roeselare","West-Vlaanderen",,"Belgium","32-051-27-28-10",,,,"2010-07-22 20:00:20"
"292","Brouwerij Roman","Hauwaart 105",,"Oudenaarde","Oost-Vlaanderen",,"Belgium","32-055-45-54-01",,,,"2010-07-22 20:00:20"
"293","Brouwerij Sint-Jozef","Itterplein 19",,"Opitter","Limburg",,"Belgium","32-089-86-47-11",,,,"2010-07-22 20:00:20"
"294","Brouwerij Slaghmuylder","Denterhoutembaan 2",,"Ninove","Oost-Vlaanderen",,"Belgium","32-054-33-18-31",,,,"2010-07-22 20:00:20"
"295","Brouwerij St-Feuillien","20, rue d'Houdeng",,"Le Roeulx","Hainaut",,"Belgium","32-(0)64-31-18-18",,,,"2010-07-22 20:00:20"
"296","Brouwerij St. Bernardus","Trappistenweg 23",,"Watou","West-Vlaanderen",,"Belgium","32-057/38.80.21","http://www.sintbernardus.be",,,"2010-07-22 20:00:20"
"297","Brouwerij Sterkens","Meerdorp 20",,"Hoogstraten-Meer","Antwerpen",,"Belgium","32-03-317-00-50",,,,"2010-07-22 20:00:20"
"298","Brouwerij Strubbe","Markt 1",,"Ichtegem","West-Vlaanderen",,"Belgium","32-051-58-81-16",,,,"2010-07-22 20:00:20"
"299","Brouwerij The Musketiers","Tramstraat 8",,"Ursel","Oost-Vlaanderen",,"Belgium","32-(0)-9-226-42-76",,,,"2010-07-22 20:00:20"
"300","Brouwerij Van Den Bossche","St Lievensplein 16",,"Sint-Lievens-Esse","Oost-Vlaanderen",,"Belgium","32-054-50-04-11",,,,"2010-07-22 20:00:20"
"301","Brouwerij Van Eecke","Douvieweg 2",,"Watou","West-Vlaanderen",,"Belgium","32-057-42-20-05",,,,"2010-07-22 20:00:20"
"302","Brouwerij van Hoegaarden","Stoopkensstraat 46",,"Hoegaarden","Vlaams Brabant",,"Belgium","32-016-76-98-11",,,,"2010-07-22 20:00:20"
"303","Brouwerij Van Honsebrouck","Oostrozebekestraat 43",,"Ingelmunster","West-Vlaanderen",,"Belgium","32-051-33-51-60",,,,"2010-07-22 20:00:20"
"304","Brouwerij Van Steenberge","Lindenlaan 25",,"Ertvelde","Oost-Vlaanderen",,"Belgium","32-09-344-50-71",,,,"2010-07-22 20:00:20"
"305","Brouwerij Verhaeghe","Beukenhofstraat 96",,"Vichte","West-Vlaanderen",,"Belgium","32-056-77-70-32",,,,"2010-07-22 20:00:20"
"306","Browar NamysÅ‚Ã³w Sp. z o.o.","ul. Bolesawa Chrobrego 26",,"NamysÅ‚Ã³w",,,"Poland","48-(077)-40-39-100",,,,"2010-07-22 20:00:20"
"307","Browar Okocim","ul. Browarna 14",,"Brzesko",,,"Poland","48-0146865000","http://www.okocim.pl/",,,"2010-07-22 20:00:20"
"308","Browar Warka","ul. GoÅ›niewska 65",,"Warka",,,"Poland","+48(0-48) 666 11 11","http://www.warka.com.pl/",,,"2010-07-22 20:00:20"
"309","Browar Zywiec","ul. Browarna 88",,"Zywiec",,"34-300","Poland","48-0-33-614-614","http://www.zywiec.com.pl/",,,"2010-07-22 20:00:20"
"310","Brown Street Brewery","16 North Brown Street",,"Rhinelander","Wisconsin","54501","United States","1-715-369-2100",,,,"2010-07-22 20:00:20"
"311","Brownings","401 East Main St.",,"Louisville","Kentucky","40202","United States","502.515.0174","http://www.diningonmain.com/Brownings/Brownings_home.html",,"In Browning's unique three-story brewing facility, Brew Master Brian Reymiller creates superior artisnal beers using only the best available grains and hops from England, Germany, and the Pacific Northwest.  Reymiller brings to each pint of beer years of experience brewing award winning beer for Hops! Brewery, Smoky Mountain Brewing Company, and Victory Brewing Company.  	 Executive Chef Jay Denham brings casual, Kentucky comfort-foods to the menu at Browning's. Jay's loves to use fresh and local ingredients for his inspiration of good old-fashioned home cooking. Growing up in Maysville, Ky. Jay learned to use the freshest and most wholesome ingredients while cooking for his family. His solid upbringing gave him a palate for great taste and is certainly eminent in his cuisine.","2010-07-22 20:00:20"
"312","Bryggeriet lfabrikken","Hollselund Strandvej 74",,"Tisvildeleje",,,"Denmark","45-70-20-79-30",,,,"2010-07-22 20:00:20"
"313","BT McClintic Beer Company",,,"Beloit","Wisconsin",,"United States",,,,,"2010-07-22 20:00:20"
"314","Bube's Brewery","102 North Market Street",,"Mount Joy","Pennsylvania","17552","United States","717) 653-2056","http://www.bubesbrewery.com",,"Bube's Brewery is located within the original brewery's icehouse. The mash/lauter tun and kettle have a 3.5 bbl capacity (approximately 110 gallons.) The brewers usually brew two consecutive batches to meet the capacity of the 10 bbl fermenters. In the brewery there are two 10 bbl fermenters and one 10 bbl conditioning tank for lagered beer.","2010-07-22 20:00:20"
"315","Budjovick Budvar","Karoliny Svtl 4",,"esk Budjovice",,,"Czech Republic","420-387-705-111",,,,"2010-07-22 20:00:20"
"316","Budjovick Mansk Pivovar","Lidick  51",,"esk Budjovice",,,"Czech Republic","420-038-866-201",,,,"2010-07-22 20:00:20"
"317","Bull & Bush Pub & Brewery","4700 Cherry Creek Drive South",,"Denver","Colorado","80246","United States","1-303-759-0333",,,,"2010-07-22 20:00:20"
"318","Bulldog Brewing",,,"Fresno","California",,"United States",,,,,"2010-07-22 20:00:20"
"319","Bullfrog Brewery","231 W. Fourth Street",,"Williamsport","Pennsylvania","17701","United States","570.326.4700","http://www.bullfrogbrewery.com",,"The Bullfrog Brewery, located in downtown Williamsport, Pa, is an award-winning microbrewery / restaurant and has quickly grown into one of the largest attractions in Northcentral Pennsylvania. Established in August, 1996, our goal is to provide a pleasant atmosphere and the best in food and beer. The Bullfrog Brewery, in competition with thousands of craft-brewed beers from different breweries around the world, recently won a World Beer Cup Gold Medal and Silver Medal. Along with our award-winning brews we offer live entertainment, ranging from jazz to Celtic music and everything in between. So come on in, explore the site and then make plans to stop in and enjoy the best brewery in all of Northcentral Pennsylvania.","2010-07-22 20:00:20"
"320","Bulmer Cider",,,"Hereford",,,"United Kingdom",,,,,"2010-07-22 20:00:20"
"321","BÃ¼rgerbrÃ¤u Wolnzach","Am Brunnen 2",,"Wolnzach","Bayern",,"Germany","49-(0)8442-/-955514",,,,"2010-07-22 20:00:20"
"322","Burton Bridge Brewery","Bridge Street",,"Burton-upon-Trent","Staffordshire","DE14 1SY","United Kingdom","44-(01283)-510573","http://www.burtonbridgebrewery.co.uk/Index.shtml",,,"2010-07-22 20:00:20"
"323","Butte Creek Brewing","945 West Second Street",,"Chico","California","95928","United States","1-530-894-7906",,,,"2010-07-22 20:00:20"
"324","Butterfield Brewing #1",,,"Fresno","California",,"United States",,,,,"2010-07-22 20:00:20"
"325","Buzzards Bay Brewing Inc.","98 Horseneck Rd",,"Westport","Massachusetts","2790","United States","(508) 636-2288","http://www.buzzardsbrew.com/",,,"2010-07-22 20:00:20"
"326","C.B. & Potts of Cheyenne","1650 Dell Range Boulevard",,"Cheyenne","Wyoming","82001","United States","1-307-632-8636",,,,"2010-07-22 20:00:20"
"327","C.H. Evans Brewing Company","19 Quackenbush Square",,"Albany","New York","12207","United States","(518) 447-9000","http://www.evansale.com/",,,"2010-07-22 20:00:20"
"328","Caldera Brewing","540 Clover Lane",,"Ashland","Oregon","97520","United States","1-541-482-4677","http://www.calderabrewing.com",,,"2010-07-22 20:00:20"
"329","Caledonian Brewing","42 Slateford Road",,"Edinburgh","Scotland",,"United Kingdom","44-(0131)-337-1286",,,,"2010-07-22 20:00:20"
"330","Calhoun's Microbrewery","6515 Kingston Pike",,"Knoxville","Tennessee","37919","United States","1-865-673-3377",,,,"2010-07-22 20:00:20"
"331","California Cider Company",,,"San Rafael","California",,"United States",,,,,"2010-07-22 20:00:20"
"332","Callahan's Pub and Brewery","8280-A Mira Mesa Boulevard",,"San Diego","California","92126","United States","1-858-578-7892",,,,"2010-07-22 20:00:20"
"333","Cambridge Brewing","1 Kendall Square #100",,"Cambridge","Massachusetts","2139","United States","1-617-494-1994","http://www.cambrew.com/",,,"2010-07-22 20:00:20"
"334","Cameron's Brewing","1165 Invicta Drive",,"Oakville","Ontario","0","Canada","1-905-849-8282",,,,"2010-07-22 20:00:20"
"335","Camerons Brewery Company","Lion Brewery",,"Harltepool","Cleveland",,"United Kingdom","44-(01429)-266-666",,,,"2010-07-22 20:00:20"
"336","Canadian Brewery",,,"Saskatoon","Saskatchewan",,"Canada",,,,,"2010-07-22 20:00:20"
"337","Cape Ann Brewing","27 Commercial Street",,"Gloucester","Massachusetts","1930","United States","1-866-233-7636",,,,"2010-07-22 20:00:20"
"338","Capital Brewery","7734 Terrace Avenue",,"Middleton","Wisconsin","53562","United States","1-608-836-7100","http://www.capital-brewery.com/",,,"2010-07-22 20:00:20"
"339","Capital City Brewing Company","1100 New York Ave, NW",,"Washington","District of Columbia","20005","United States","202.628.2222","http://www.capcitybrew.com",,"Washington DC's first brewpub since prohibition, Capitol City Brewing Co. opened its doors in 1992. Our first location still stands in Downtown DC, at 11th and H St., NW. Our company policy is to bring the fine craft of brewing to every person who lives and visits our region, as well as treating them to a wonderful meal and a great experience.","2010-07-22 20:00:20"
"340","Capitol City Brewing #4","2700 South Quincy Street",,"Arlington","Virginia","22206","United States","1-703-578-3888",,,,"2010-07-22 20:00:20"
"341","Captain Lawrence Brewing Company","99 Castleton Street",,"Pleasantville","New York","10570","United States","914-741-BEER","http://www.captainlawrencebrewing.com/",,"Captain Lawrence beers are craft brewed in Pleasantville New York. We offer tastings and tours on Fridays from 4pm to 7pm, and Saturdays from 12pm  6pm.","2010-07-22 20:00:20"
"343","Carlow Brewing Company","The Goods Store, Station Road",,"Carlow",,,"Ireland","353 (0)59  9134356","http://www.carlowbrewing.com",,"Carlow Brewing Company is a small Irish Brewery established in 1998.  Carlow, a small town located in the Barrow Valley Region, the traditional malt and hop producing region in Ireland, once boasted a number of breweries, but the practice had been discontinued for over 100 years until revived in 1998 by Carlow Brewing Company.  ","2010-07-22 20:00:20"
"344","Carlsberg Bryggerierne","Vesterflledvej 100",,"Kbenhavn",,,"Denmark","45-33-27-33-27",,,,"2010-07-22 20:00:20"
"345","Carlsberg Sverige AB","rstadvgen",,"Falkenberg",,,"Sweden","46-08-757-70-00",,,,"2010-07-22 20:00:20"
"346","Carlton and United Breweries","77 Southbank Boulevard",,"Melbourne","Victoria",,"Australia","61-(03)-9342-5511",,,,"2010-07-22 20:00:20"
"347","Carlyle Brewing","215 East State Street",,"Rockford","Illinois","61104","United States","1-815-963-2739",,,,"2010-07-22 20:00:20"
"348","Carmel Brewing",,,"Salinas","California",,"United States",,,,,"2010-07-22 20:00:20"
"349","Carolina Beer Company","110 Barley Park Lane",,"Mooresville","North Carolina","28115","United States","(704) 799-2337","http://www.carolinabeer.com/",,,"2010-07-22 20:00:20"
"350","Carolina Brewery","460 West Franklin Street",,"Chapel Hill","North Carolina","27516","United States","1-919-942-1800",,,,"2010-07-22 20:00:20"
"351","Carver Brewing Co.","1022 Main Ave.",,"Durango","Colorado","81301","United States","(970) 259 - 2545","http://www.carverbrewing.com/_/home.htm",,"Carver Brothers Bakery first opened on June 1, 1983, in Winter Park, Colorado. It started with Jim, Bill, Sara and Eleanor Carver. In 1986 Jim, Bill and Barb Wynne opened Carvers Bakery / CafÃ© in Durango and the Winter Park Bakery was sold.   In 1988 Carvers opened the brewery  making it the first brewery in the four corners region since prohibition. Although still known affectionately by the locals as Carvers, Carvers then became Carver Brewing Company.  Since then Carvers has seen many exciting changes: opening it's outdoor Beer Garden in 1994 and undergoing dramatic remodels in the restaurant and on the patio in '98 and '02. In April of '07 it was deemed necessary to expand the brewery.  The brewery is now housed in the area previously occupied by the bakery.  After 20 years of serving Colorado's mountain folk, Carvers continues to provide the very best in food and beer.","2010-07-22 20:00:20"
"352","Castle Springs Brewery",,,"Moultonborough","New Hampshire",,"United States",,,,,"2010-07-22 20:00:20"
"353","Cat's Paw Home Brew",,,,,,"United States",,,,,"2010-07-22 20:00:20"
"354","Catamount Brewing",,,"White River Junction","Vermont",,"United States",,,,,"2010-07-22 20:00:20"
"355","Cedar Brewing",,,"Cedar Rapids","Iowa",,"United States",,,,,"2010-07-22 20:00:20"
"356","Celis Brewery",,,"Austin","Texas",,"United States",,,,,"2010-07-22 20:00:20"
"357","Central City Brewing Company","13450 - 102 Avenue",,"Surrey","British Columbia",,"Canada",,"http://www.centralcitybrewing.com/",,,"2010-07-22 20:00:20"
"358","Central Waters Brewing Company","351 Allen Street",,"Amherst","Wisconsin","54406","United States","1-715-824-2739","http://www.centralwaters.com/",,"Brewing since 1998, Central Waters Brewing Company is built on the solid reputation of producing the finest quality beer in Central Wisconsin: Ouisconsing Red Ale, Happy Heron Pale Ale, Mudpuppy Porter, and many more.","2010-07-22 20:00:20"
"359","Cervecera Centro Americana S.A.","3ra.Av.Norte Final, Finca El Zapote, Zona 2",,"Guatemala City",,,"Guatemala","502-288-1555-/-289-1",,,,"2010-07-22 20:00:20"
"360","Cervecera Cuauhtmoc-Moctezuma","Av.Alfonso Reyes Norte No.2202",,"Monterrey","Nuevo Leon",,"Mexico","52-81-8328-5000","http://www.ccm.com.mx/",,,"2010-07-22 20:00:20"
"361","Cervecera del Pacfico","Calz.Gabriel Leyva y Melchor Ocampo",,"Mazatln","Sinaloa",,"Mexico","52-1-28-71-6011",,,,"2010-07-22 20:00:20"
"362","Cervecera Hondurea","Carretera a Puerto Corts",,"San Pedro Sula",,,"Honduras","504-550-0100",,,,"2010-07-22 20:00:20"
"363","Cervecera Jerome","Mendoza",,"Mendoza",,,"Argentina","54-0261-4320449",,,,"2010-07-22 20:00:20"
"364","Cervecera Nacional","Va Ricardo J. Alfaro y Transistmica",,"El Dorado",,,"Panama","507-236-1400",,,,"2010-07-22 20:00:20"
"365","Cerveceria Bucanero","Circunvalacin Sur Km. 3 1/2",,"Holguin",,,"Cuba","53-(5324)-46-8226",,,,"2010-07-22 20:00:20"
"366","CervecerÃ­a La Constancia",,,"San Salvador",,,"El Salvador","2231-5143","http://www.laconstancia.com/",,,"2010-07-22 20:00:20"
"367","Cervejaria de Macau","Unit 1-B, Blk. A, Edf. Ind. Fei Tong",,"Macao",,,"Macao",,,,,"2010-07-22 20:00:20"
"368","Cervejaria Kaiser Brasil","Avenida Tocantins, 199 / Caixa Postal 621",,"Ponta Grossa","Paran",,"Brazil","55-(42)-219-2000",,,,"2010-07-22 20:00:20"
"369","Cervejaria Sudbrack","Rua Bahia, 5181",,"Blumenau","Santa Catarina",,"Brazil","55-(47)-3488-7371","http://www.eisenbahn.com.br/",,,"2010-07-22 20:00:20"
"370","Cervezas Alhambra","Avenida de Murcia, 1",,"Granada",,,"Spain","34-958817205",,,,"2010-07-22 20:00:20"
"371","Chama River Brewing","4939 Pan American Freeway NE",,"Albuquerque","New Mexico","87109","United States","1-505-342-1800",,,,"2010-07-22 20:00:20"
"372","Charles Wells Ltd.","Havelock Street",,"Bedford","Bedford",,"United Kingdom","44-(01234)-272766",,,,"2010-07-22 20:00:20"
"373","Charlie and Jake's Brewery and BBQ","6300 North Wickham Road #137",,"Melbourne","Florida","32940","United States","1-321-752-7675",,,,"2010-07-22 20:00:20"
"374","Chelsea Brewing Company","Chelsea Piers, Pier 59",,"New York","New York","10011","United States","212.336.6440","http://chelseabrewingco.com/",,"Chelsea Brewing Company, rated the best brewery in New York, is a first class waterfront restaurant and the only micro-brewery in Manhattan located at pier 59.With over 15 years of experience, and 8 National Awards, we are proud to serve up to 27 natural hand-crafted ales and specialty beers using only the finest malts and hops from around the world. We offer beer tastings, brewery tours and group packages.","2010-07-22 20:00:20"
